0,1
9,0
10,1
15,0
17,1
39,0
41,1
57,0
59,1
69,0
71,1
74,0
78,1
81,0
84,1
86,0
91,1
92,0
97,1
98,0
102,1
104,0
113,1
116,0
119,1
153,0
156,1
208,0
228,1
230,0
240,1
242,0
244,1
245,0
246,1
249,0
250,1
256,0
259,1
261,0
264,1
277,0
282,1
284,0
287,1
291,0
293,1
298,0
300,1
301,0
306,1
307,0
330,1
333,0
335,1
353,0
354,1
357,0
359,1
364,0
366,1
369,0
370,1
381,0
383,1
394,0
396,1
399,0
400,1
429,0
451,1
453,0
462,1
465,0
466,1
496,0
497,1
500,0
504,1
509,0
510,1
514,0
515,1
517,0
519,1
520,0
522,1
531,0
533,1
536,0
547,1
548,0
564,1
566,0
568,1
573,0
574,1
578,0
617,1
619,0
648,1
651,0
653,1
670,0
671,1
680,0
715,1
717,0
720,1
723,0
725,1
735,0
738,1
740,0
744,1
759,0
761,1
790,0
791,1
832,0
833,1
838,0
839,1
868,0
869,1
873,0
874,1
891,0
892,1
896,0
900,1
903,0
905,1
910,0
933,1
936,0
947,1
951,0
953,1
986,0
990,1
993,0
995,1
999,0
1000,1
1004,0
1007,1
1021,0
1037,1
1039,0
1054,1
1058,0
1059,1
1082,0
1084,1
1106,0
1108,1
1111,0
1114,1
1153,0
1156,1
1167,0
1168,1
1173,0
1174,1
1178,0
1179,1
1183,0
1186,1
1202,0
1203,1
1225,0
1251,1
1254,0
1264,1
1274,0
1276,1
1286,0
1288,1
1315,0
1319,1
1320,0
1325,1
1328,0
1331,1
1334,0
1336,1
1340,0
1341,1
1358,0
1360,1
1363,0
1367,1
1369,0
1372,1
1375,0
1378,1
1382,0
1383,1
1398,0
1444,1
1447,0
1470,1
1471,0
1475,1
1477,0
1483,1
1485,0
1486,1
1489,0
1499,1
1520,0
1560,1
1563,0
1564,1
1580,0
1581,1
1582,0
1584,1
1585,0
1588,1
1604,0
1605,1
1628,0
1629,1
1633,0
1635,1
1645,0
1649,1
1652,0
1654,1
1663,0
1666,1
1688,0
1690,1
1694,0
1696,1
1706,0
1707,1
1712,0
1714,1
1719,0
1720,1
1724,0
1725,1
1735,0
1739,1
1740,0
1742,1
1747,0
1756,1
1791,0
1813,1
1816,0
1827,1
1838,0
1840,1
1844,0
1847,1
1856,0
1857,1
1861,0
1865,1
1867,0
1870,1
1880,0
1884,1
1885,0
1890,1
1891,0
1895,1
1897,0
1901,1
1902,0
1906,1
1909,0
1913,1
1915,0
1932,1
1934,0
1935,1
1964,0
1966,1
1977,0
1978,1
1982,0
1985,1
2000,0
2001,1
2006,0
2007,1
2024,0
2025,1
2042,0
2044,1
2049,0
2050,1
2053,0
2072,1
2075,0
2086,1
2114,0
2115,1
2119,0
2122,1
2126,0
2127,1
2132,0
2135,1
2138,0
2142,1
2143,0
2152,1
2155,0
2157,1
2158,0
2159,1
2161,0
2164,1
2166,0
2177,1
2178,0
2183,1
2208,0
2212,1
2216,0
2217,1
2234,0
2235,1
2245,0
2248,1
2252,0
2253,1
2258,0
2260,1
2263,0
2264,1
2270,0
2272,1
2318,0
2319,1
2324,0
2325,1
2336,0
2337,1
2345,0
2365,1
2367,0
2379,1
2409,0
2411,1
2414,0
2417,1
2421,0
2422,1
2431,0
2441,1
2443,0
2446,1
2450,0
2453,1
2454,0
2455,1
2456,0
2457,1
2460,0
2471,1
2472,0
2476,1
2492,0
2536,1
2537,0
2561,1
2562,0
2573,1
2575,0
2577,1
2582,0
2584,1
2600,0
2602,1
2603,0
2633,1
2653,0
2656,1
2659,0
2662,1
2678,0
2680,1
2751,0
2752,1
2762,0
2765,1
2768,0
2770,1
2793,0
2794,1
2798,0
2799,1
2808,0
2812,1
2814,0
2834,1
2836,0
2847,1
2887,0
2890,1
2893,0
2896,1
2900,0
2913,1
2919,0
2927,1
2930,0
2931,1
2935,0
2950,1
2953,0
2956,1
2978,0
2979,1
2984,0
2985,1
2989,0
2992,1
3002,0
3003,1
3019,0
3020,1
3026,0
3028,1
3050,0
3073,1
3075,0
3088,1
3121,0
3122,1
3128,0
3129,1
3139,0
3150,1
3151,0
3154,1
3156,0
3161,1
3163,0
3166,1
3168,0
3184,1
3186,0
3188,1
3221,0
3222,1
3223,0
3225,1
3277,0
3279,1
3284,0
3285,1
3302,0
3303,1
3332,0
3333,1
3421,0
3422,1
3464,0
3465,1
3488,0
3490,1
3491,0
3492,1
3493,0
3496,1
3506,0
3507,1
3511,0
3534,1
3537,0
3546,1
3547,0
3548,1
3559,0
3561,1
3583,0
3584,1
3588,0
3591,1
3592,0
3593,1
3594,0
3605,1
3606,0
3617,1
3618,0
3622,1
3625,0
3628,1
3632,0
3633,1
3636,0
3652,1
3654,0
3657,1
3660,0
3662,1
3673,0
3675,1
3679,0
3680,1
3698,0
3699,1
3733,0
3736,1
3739,0
3740,1
3745,0
3748,1
3780,0
3785,1
3786,0
3807,1
3809,0
3820,1
3830,0
3831,1
3847,0
3849,1
3853,0
3854,1
3870,0
3874,1
3875,0
3880,1
3881,0
3904,1
3905,0
3923,1
3924,0
3928,1
3932,0
3933,1
3967,0
3968,1
3979,0
3980,1
4104,0
4108,1
4111,0
4113,1
4116,0
4138,1
4140,0
4150,1
4172,0
4174,1
4176,0
4178,1
4183,0
4185,1
4189,0
4191,1
4195,0
4199,1
4200,0
4217,1
4218,0
4222,1
4231,0
4234,1
4236,0
4240,1
4242,0
4252,1
4254,0
4258,1
4260,0
4265,1
4267,0
4268,1
4285,0
4286,1
4297,0
4300,1
4301,0
4305,1
4308,0
4310,1
4315,0
4316,1
4321,0
4323,1
4333,0
4336,1
4345,0
4348,1
4350,0
4353,1
4370,0
4371,1
4387,0
4389,1
4399,0
4400,1
4405,0
4406,1
4417,0
4419,1
4429,0
4431,1
4434,0
4437,1
4441,0
4443,1
4447,0
4448,1
4454,0
4455,1
4459,0
4461,1
4471,0
4474,1
4476,0
4497,1
4499,0
4510,1
4512,0
4516,1
4518,0
4521,1
4524,0
4526,1
4531,0
4532,1
4538,0
4539,1
4543,0
4545,1
4547,0
4551,1
4554,0
4571,1
4572,0
4575,1
4579,0
4581,1
4584,0
4588,1
4591,0
4613,1
4614,0
4617,1
4621,0
4622,1
4628,0
4629,1
4644,0
4647,1
4650,0
4653,1
4663,0
4665,1
4675,0
4677,1
4681,0
4683,1
4693,0
4694,1
4711,0
4712,1
4723,0
4724,1
4765,0
4766,1
4771,0
4772,1
4777,0
4779,1
4783,0
4786,1
4789,0
4791,1
4795,0
4797,1
4806,0
4808,1
4812,0
4814,1
4818,0
4822,1
4824,0
4846,1
4848,0
4858,1
4903,0
4931,1
4932,0
4953,1
4958,0
4959,1
4962,0
4964,1
4968,0
4970,1
4993,0
4995,1
5000,0
5001,1
5004,0
5008,1
5011,0
5012,1
5017,0
5019,1
5035,0
5036,1
5081,0
5101,1
5103,0
5114,1
5131,0
5132,1
5148,0
5152,1
5154,0
5158,1
5161,0
5170,1
5171,0
5187,1
5190,0
5211,1
5212,0
5215,1
5227,0
5228,1
5257,0
5258,1
5275,0
5277,1
5287,0
5289,1
5293,0
5295,1
5299,0
5301,1
5318,0
5319,1
5330,0
5332,1
5334,0
5337,1
5341,0
5363,1
5365,0
5376,1
5377,0
5378,1
5395,0
5396,1
5413,0
5414,1
5424,0
5452,1
5453,0
5475,1
5478,0
5481,1
5485,0
5486,1
5491,0
5492,1
5497,0
5498,1
5508,0
5553,1
5556,0
5584,1
5585,0
5588,1
5591,0
5601,1
5630,0
5631,1
5634,0
5667,1
5671,0
5673,1
5695,0
5696,1
5700,0
5702,1
5707,0
5708,1
5712,0
5714,1
5719,0
5720,1
5724,0
5726,1
5730,0
5732,1
5768,0
5769,1
5773,0
5774,1
5778,0
5780,1
5789,0
5791,1
5815,0
5816,1
5826,0
5828,1
5833,0
5858,1
5860,0
5871,1
5886,0
5888,1
5894,0
5895,1
5899,0
5900,1
5922,0
5924,1
5928,0
5932,1
5933,0
5950,1
5951,0
5956,1
5958,0
5980,1
5981,0
5984,1
5995,0
5996,1
6000,0
6001,1
6002,0
6003,1
6019,0
6021,1
6037,0
6038,1
6043,0
6044,1
6088,0
6107,1
6110,0
6122,1
6163,0
6165,1
6167,0
6171,1
6172,0
6183,1
6186,0
6188,1
6192,0
6194,1
6199,0
6200,1
6202,0
6213,1
6214,0
6219,1
6227,0
6232,1
6233,0
6235,1
6246,0
6248,1
6258,0
6260,1
6265,0
6266,1
6270,0
6273,1
6275,0
6278,1
6300,0
6302,1
6312,0
6314,1
6324,0
6327,1
6329,0
6334,1
6339,0
6360,1
6362,0
6374,1
6403,0
6404,1
6408,0
6410,1
6415,0
6417,1
6418,0
6423,1
6425,0
6447,1
6450,0
6466,1
6467,0
6469,1
6474,0
6475,1
6486,0
6525,1
6528,0
6555,1
6588,0
6590,1
6593,0
6627,1
6654,0
6656,1
6660,0
6661,1
6672,0
6674,1
6744,0
6745,1
6757,0
6758,1
6762,0
6765,1
6798,0
6799,1
6810,0
6811,1
6828,0
6829,1
6834,0
6835,1
6845,0
6849,1
6853,0
6854,1
6865,0
6867,1
6869,0
6888,1
6890,0
6903,1
6906,0
6907,1
6924,0
6926,1
6929,0
6933,1
6936,0
6938,1
6947,0
6951,1
6953,0
6955,1
6959,0
6963,1
6964,0
6983,1
6984,0
7005,1
7007,0
7011,1
7020,0
7022,1
7025,0
7028,1
7038,0
7040,1
7044,0
7046,1
7050,0
7052,1
7056,0
7057,1
7080,0
7081,1
7086,0
7087,1
7092,0
7093,1
7105,0
7106,1
7110,0
7111,1
7123,0
7124,1
7182,0
7184,1
7186,0
7191,1
7200,0
7201,1
7205,0
7223,1
7225,0
7238,1
7276,0
7280,1
7282,0
7299,1
7302,0
7304,1
7314,0
7315,1
7318,0
7331,1
7332,0
7334,1
7338,0
7340,1
7343,0
7344,1
7363,0
7364,1
7374,0
7375,1
7376,0
7377,1
7380,0
7382,1
7385,0
7389,1
7391,0
7394,1
7398,0
7399,1
7427,0
7430,1
7434,0
7436,1
7440,0
7441,1
7458,0
7460,1
7475,0
7478,1
7481,0
7484,1
7494,0
7495,1
7499,0
7521,1
7523,0
7534,1
7541,0
7544,1
7555,0
7556,1
7565,0
7569,1
7572,0
7574,1
7589,0
7611,1
7613,0
7617,1
7619,0
7629,1
7630,0
7641,1
7651,0
7652,1
7665,0
7731,1
7733,0
7735,1
7739,0
7755,1
7758,0
7760,1
7775,0
7778,1
7781,0
7785,1
7786,0
7815,1
7816,0
7819,1
7843,0
7844,1
7848,0
7849,1
7858,0
7867,1
7871,0
7874,1
7878,0
7879,1
7896,0
7898,1
7907,0
7910,1
7913,0
7916,1
7918,0
7921,1
7926,0
7927,1
7937,0
7940,1
7943,0
7946,1
7962,0
7964,1
7968,0
7969,1
8004,0
8005,1
8016,0
8017,1
8022,0
8024,1
8027,0
8029,1
8039,0
8042,1
8057,0
8080,1
8082,0
8095,1
8112,0
8113,1
8124,0
8125,1
8135,0
8138,1
8139,0
8144,1
8146,0
8150,1
8152,0
8169,1
8171,0
8172,1
8178,0
8180,1
8181,0
8197,1
8202,0
8203,1
8226,0
8227,1
8232,0
8234,1
8238,0
8240,1
8244,0
8245,1
8255,0
8257,1
8262,0
8263,1
8273,0
8274,1
8275,0
8276,1
8290,0
8310,1
8312,0
8323,1
8350,0
8353,1
8363,0
8366,1
8368,0
8372,1
8374,0
8378,1
8380,0
8397,1
8398,0
8402,1
8403,0
8432,1
8436,0
8437,1
8447,0
8450,1
8465,0
8467,1
8478,0
8479,1
8533,0
8554,1
8557,0
8568,1
8591,0
8592,1
8603,0
8605,1
8609,0
8613,1
8614,0
8625,1
8626,0
8637,1
8638,0
8642,1
8644,0
8666,1
8686,0
8689,1
8694,0
8695,1
8742,0
8743,1
8770,0
8774,1
8806,0
8825,1
8827,0
8838,1
8843,0
8845,1
8855,0
8856,1
8879,0
8882,1
8884,0
8901,1
8902,0
8905,1
8910,0
8912,1
8914,0
8924,1
8925,0
8938,1
8939,0
8941,1
8945,0
8947,1
8957,0
8958,1
8959,0
8960,1
8964,0
8965,1
8981,0
8984,1
8986,0
8990,1
8999,0
9000,1
9005,0
9008,1
9010,0
9013,1
9029,0
9030,1
9083,0
9084,1
9125,0
9126,1
9137,0
9138,1
9162,0
9163,1
9179,0
9181,1
9185,0
9187,1
9204,0
9205,1
9209,0
9210,1
9232,0
9255,1
9258,0
9267,1
9268,0
9272,1
9275,0
9277,1
9299,0
9301,1
9311,0
9313,1
9316,0
9321,1
9322,0
9327,1
9328,0
9332,1
9334,0
9338,1
9339,0
9345,1
9346,0
9350,1
9352,0
9374,1
